SUB_NO_Prifix,Cell_ID_Risk_area,Cloned_IMEI_Flag,BN_Unsuccessful_IDD_Call,BN_IDD_SMS,IS_FRAUD,,,
944259,No,Not_Cloned,0,0,0,,,
944138,No,Not_Cloned,0,0,0,,,
118882,No,Not_Cloned,0,0,0,,,
911083,No,Not_Cloned,0,0,0,,,
967885,No,Not_Cloned,0,0,0,,,
966844,No,Not_Cloned,0,0,0,,,
944164,No,Not_Cloned,0,0,0,,,
258663,No,Not_Cloned,0,0,0,,,
578642,No,Not_Cloned,0,0,0,,,
912063,No,Not_Cloned,0,0,0,,,
929417,No,Not_Cloned,0,0,0,,,
118318,No,Not_Cloned,0,0,0,,,
118702,No,Not_Cloned,0,0,0,,,
348480,No,Not_Cloned,0,0,0,,,
944164,No,Not_Cloned,0,0,0,,,
912606,No,Not_Cloned,0,0,0,,,
118238,No,Not_Cloned,0,0,0,,,
944068,No,Not_Cloned,0,0,0,,,
258110,No,Not_Cloned,0,0,0,,,
118899,No,Not_Cloned,0,0,0,,,
944111,No,Not_Cloned,0,0,0,,,
912076,No,Not_Cloned,0,0,0,,,
910700,No,Not_Cloned,0,0,0,,,
961283,No,Not_Cloned,0,0,0,,,
118420,No,Not_Cloned,0,0,0,,,
118443,No,Not_Cloned,0,0,0,,,
118377,No,Not_Cloned,0,0,0,,,
118810,No,Not_Cloned,0,0,0,,,
118711,No,Not_Cloned,0,0,0,,,
468205,No,Not_Cloned,0,0,0,,,
118632,No,Not_Cloned,0,0,0,,,
911550,No,Not_Cloned,0,0,0,,,
967880,No,Not_Cloned,0,0,0,,,
258758,No,Not_Cloned,0,0,0,,,
118899,No,Not_Cloned,0,0,0,,,
228991,No,Not_Cloned,0,0,0,,,
944245,No,Not_Cloned,0,0,0,,,
912659,No,Not_Cloned,0,0,0,,,
911775,No,Not_Cloned,0,0,0,,,
967900,No,Not_Cloned,0,0,0,,,
911190,No,Not_Cloned,0,0,0,,,
911001,No,Not_Cloned,0,0,0,,,
118920,No,Not_Cloned,0,0,0,,,
118882,No,Not_Cloned,0,0,0,,,
944054,No,Not_Cloned,0,0,0,,,
478565,No,Not_Cloned,0,0,0,,,
911633,No,Not_Cloned,0,0,0,,,
118650,No,Not_Cloned,0,0,0,,,
258662,No,Not_Cloned,0,0,0,,,
468560,No,Not_Cloned,0,0,0,,,
911402,No,Not_Cloned,0,0,0,,,
118458,No,Not_Cloned,0,0,0,,,
944144,No,Not_Cloned,0,0,0,,,
944053,No,Not_Cloned,0,0,0,,,
911548,No,Not_Cloned,0,0,0,,,
478116,No,Not_Cloned,0,0,0,,,
118428,No,Not_Cloned,0,0,0,,,
118409,No,Not_Cloned,0,0,0,,,
911420,No,Not_Cloned,0,0,0,,,
118381,No,Not_Cloned,0,0,0,,,
258116,No,Not_Cloned,0,0,0,,,
478126,No,Not_Cloned,0,0,0,,,
118114,No,Not_Cloned,0,0,0,,,
468941,No,Not_Cloned,0,0,0,,,
468856,No,Not_Cloned,0,0,0,,,
468511,No,Not_Cloned,0,0,0,,,
966939,No,Not_Cloned,0,0,0,,,
118257,No,Not_Cloned,0,0,0,,,
929215,No,Not_Cloned,0,0,0,,,
912037,No,Not_Cloned,0,0,0,,,
118671,No,Not_Cloned,0,0,0,,,
118517,No,Not_Cloned,0,0,0,,,
929162,No,Not_Cloned,0,0,0,,,
478173,No,Not_Cloned,0,0,0,,,
118844,No,Not_Cloned,0,0,0,,,
118668,No,Not_Cloned,0,0,0,,,
468518,No,Not_Cloned,0,0,0,,,
911756,No,Not_Cloned,0,0,0,,,
944135,No,Not_Cloned,0,0,0,,,
338924,No,Not_Cloned,0,0,0,,,
228311,No,Not_Cloned,0,0,0,,,
338120,No,Not_Cloned,0,0,0,,,
911074,No,Not_Cloned,0,0,0,,,
118930,No,Not_Cloned,0,0,0,,,
118711,No,Not_Cloned,0,0,0,,,
118386,No,Not_Cloned,0,0,0,,,
967965,No,Not_Cloned,0,0,0,,,
348770,No,Not_Cloned,0,0,0,,,
966959,No,Not_Cloned,0,0,0,,,
118442,No,Not_Cloned,0,0,0,,,
118352,No,Not_Cloned,0,0,0,,,
944099,No,Not_Cloned,0,0,0,,,
118236,No,Not_Cloned,0,0,0,,,
118687,No,Not_Cloned,0,0,0,,,
118252,No,Not_Cloned,0,0,0,,,
929156,No,Not_Cloned,0,0,0,,,
468440,No,Not_Cloned,0,0,0,,,
929150,No,Not_Cloned,0,0,0,,,
118588,No,Not_Cloned,0,0,0,,,
338549,No,Not_Cloned,0,0,0,,,
944113,No,Not_Cloned,0,0,0,,,
258660,No,Not_Cloned,0,0,0,,,
228121,No,Not_Cloned,0,0,0,,,
588904,No,Not_Cloned,0,0,0,,,
944247,No,Not_Cloned,0,0,0,,,
929320,No,Not_Cloned,0,0,0,,,
578713,No,Not_Cloned,0,0,0,,,
118116,No,Not_Cloned,0,0,0,,,
348748,No,Not_Cloned,0,0,0,,,
944117,No,Not_Cloned,0,0,0,,,
228263,No,Not_Cloned,0,0,0,,,
118848,No,Not_Cloned,0,0,0,,,
911464,No,Not_Cloned,0,0,0,,,
118810,No,Not_Cloned,0,0,0,,,
929213,No,Not_Cloned,0,0,0,,,
966936,No,Not_Cloned,0,0,0,,,
118830,No,Not_Cloned,0,0,0,,,
118838,No,Not_Cloned,0,0,0,,,
118780,No,Not_Cloned,0,0,0,,,
944255,No,Not_Cloned,0,0,0,,,
468518,No,Not_Cloned,0,0,0,,,
228991,No,Not_Cloned,0,0,0,,,
338122,No,Not_Cloned,0,0,0,,,
118761,No,Not_Cloned,0,0,0,,,
944092,No,Not_Cloned,0,0,0,,,
118407,No,Not_Cloned,0,0,0,,,
911092,No,Not_Cloned,0,0,0,,,
912604,No,Not_Cloned,0,0,0,,,
912610,No,Not_Cloned,0,0,0,,,
118638,No,Not_Cloned,0,0,0,,,
912445,No,Not_Cloned,0,0,0,,,
944739,No,Not_Cloned,0,0,0,,,
936040,No,Not_Cloned,0,0,0,,,
118547,No,Not_Cloned,0,0,0,,,
932114,No,Not_Cloned,0,0,0,,,
468105,No,Not_Cloned,0,0,0,,,
958041,No,Not_Cloned,0,0,0,,,
944109,No,Not_Cloned,0,0,0,,,
944247,No,Not_Cloned,0,0,0,,,
118685,No,Not_Cloned,0,0,0,,,
588114,No,Not_Cloned,0,0,0,,,
920200,No,Not_Cloned,0,0,0,,,
911604,No,Not_Cloned,0,0,0,,,
118838,No,Not_Cloned,0,0,0,,,
913503,No,Not_Cloned,0,0,0,,,
936755,No,Not_Cloned,0,0,0,,,
118106,No,Not_Cloned,0,0,0,,,
967303,No,Not_Cloned,0,0,0,,,
118118,No,Not_Cloned,0,0,0,,,
258510,No,Not_Cloned,0,0,0,,,
348403,No,Not_Cloned,0,0,0,,,
118479,No,Not_Cloned,0,0,0,,,
468208,No,Not_Cloned,0,0,0,,,
468855,No,Not_Cloned,0,0,0,,,
118202,No,Not_Cloned,0,0,0,,,
944066,No,Not_Cloned,0,0,0,,,
920342,No,Not_Cloned,0,0,0,,,
944066,No,Not_Cloned,0,0,0,,,
118617,No,Not_Cloned,0,0,0,,,
911937,No,Not_Cloned,0,0,0,,,
468205,No,Not_Cloned,0,0,0,,,
911624,No,Not_Cloned,0,0,0,,,
941238,No,Not_Cloned,0,0,0,,,
118320,No,Not_Cloned,0,0,0,,,
588780,No,Not_Cloned,0,0,0,,,
944109,No,Not_Cloned,0,0,0,,,
913766,No,Not_Cloned,0,0,0,,,
588114,No,Not_Cloned,0,0,0,,,
913185,No,Not_Cloned,0,0,0,,,
118464,No,Not_Cloned,0,0,0,,,
118810,No,Not_Cloned,0,0,0,,,
118461,No,Not_Cloned,0,0,0,,,
118406,No,Not_Cloned,0,0,0,,,
944255,No,Not_Cloned,0,0,0,,,
944254,No,Not_Cloned,0,0,0,,,
929008,No,Not_Cloned,0,0,0,,,
912665,No,Not_Cloned,0,0,0,,,
468250,No,Not_Cloned,0,0,0,,,
118646,No,Not_Cloned,0,0,0,,,
118381,No,Not_Cloned,0,0,0,,,
118288,No,Not_Cloned,0,0,0,,,
118841,No,Not_Cloned,0,0,0,,,
588464,No,Not_Cloned,0,0,0,,,
118211,No,Not_Cloned,0,0,0,,,
910047,No,Not_Cloned,0,0,0,,,
118387,No,Not_Cloned,0,0,0,,,
118324,No,Not_Cloned,0,0,0,,,
966941,No,Not_Cloned,0,0,0,,,
468205,No,Not_Cloned,0,0,0,,,
118461,No,Not_Cloned,0,0,0,,,
118382,No,Not_Cloned,0,0,0,,,
944131,No,Not_Cloned,0,0,0,,,
118632,No,Not_Cloned,0,0,0,,,
944132,No,Not_Cloned,0,0,0,,,
478560,No,Not_Cloned,0,0,0,,,
228640,No,Not_Cloned,0,0,0,,,
478130,No,Not_Cloned,0,0,0,,,
911000,No,Not_Cloned,0,0,0,,,
338994,No,Not_Cloned,0,0,0,,,
228113,No,Not_Cloned,0,0,0,,,
118118,No,Not_Cloned,0,0,0,,,
118106,No,Not_Cloned,0,0,0,,,
468207,No,Not_Cloned,0,0,0,,,
913571,No,Not_Cloned,0,0,0,,,
258754,No,Not_Cloned,0,0,0,,,
966945,No,Not_Cloned,0,0,0,,,
468340,No,Not_Cloned,0,0,0,,,
944141,No,Not_Cloned,0,0,0,,,
118686,No,Not_Cloned,0,0,0,,,
118608,No,Not_Cloned,0,0,0,,,
118673,No,Not_Cloned,0,0,0,,,
118313,No,Not_Cloned,0,0,0,,,
228263,No,Not_Cloned,0,0,0,,,
118661,No,Not_Cloned,0,0,0,,,
944111,No,Not_Cloned,0,0,0,,,
118244,No,Not_Cloned,0,0,0,,,
118320,No,Not_Cloned,0,0,0,,,
468560,No,Not_Cloned,0,0,0,,,
118715,No,Not_Cloned,0,0,0,,,
967876,No,Not_Cloned,0,0,0,,,
966943,No,Not_Cloned,0,0,0,,,
468988,No,Not_Cloned,0,0,0,,,
944132,No,Not_Cloned,0,0,0,,,
118600,No,Not_Cloned,0,0,0,,,
118810,No,Not_Cloned,0,0,0,,,
118648,No,Not_Cloned,0,0,0,,,
920612,No,Not_Cloned,0,0,0,,,
118438,No,Not_Cloned,0,0,0,,,
228160,No,Not_Cloned,0,0,0,,,
118256,No,Not_Cloned,0,0,0,,,
478599,No,Not_Cloned,0,0,0,,,
944255,No,Not_Cloned,0,0,0,,,
923570,No,Not_Cloned,0,0,0,,,
468517,No,Not_Cloned,0,0,0,,,
118510,No,Not_Cloned,0,0,0,,,
468550,No,Not_Cloned,0,0,0,,,
118882,No,Not_Cloned,0,0,0,,,
348401,No,Not_Cloned,0,0,0,,,
468341,Yes,Not_Cloned,0,0,0,,,
118343,No,Not_Cloned,0,0,0,,,
118446,No,Not_Cloned,0,0,0,,,
468108,No,Not_Cloned,0,0,0,,,
338340,No,Not_Cloned,0,0,0,,,
118659,Yes,Not_Cloned,0,0,0,,,
258120,No,Not_Cloned,0,0,0,,,
258127,No,Not_Cloned,0,0,0,,,
118139,No,Not_Cloned,0,0,0,,,
478126,No,Not_Cloned,0,0,0,,,
478121,Yes,Not_Cloned,0,0,0,,,
468857,Yes,Not_Cloned,0,0,0,,,
588203,Yes,Not_Cloned,0,0,0,,,
478123,Yes,Not_Cloned,0,0,0,,,
910713,Yes,Not_Cloned,0,0,0,,,
911902,Yes,Not_Cloned,0,0,0,,,
478319,Yes,Not_Cloned,0,0,0,,,
944139,Yes,Not_Cloned,0,0,0,,,
118272,Yes,Not_Cloned,0,0,0,,,
911123,Yes,Not_Cloned,0,0,0,,,
228113,Yes,Not_Cloned,0,0,0,,,
911125,Yes,Not_Cloned,0,0,0,,,
468312,Yes,Not_Cloned,0,0,0,,,
929296,Yes,Not_Cloned,0,0,0,,,
910040,No,Not_Cloned,0,0,0,,,
936851,No,Not_Cloned,0,0,0,,,
943822,No,Not_Cloned,0,0,0,,,
944123,No,Not_Cloned,0,0,0,,,
910449,No,Not_Cloned,0,0,0,,,
931232,No,Not_Cloned,0,0,0,,,
967893,No,Not_Cloned,0,0,0,,,
118589,No,Not_Cloned,0,0,0,,,
911647,No,Not_Cloned,0,0,0,,,
911346,No,Not_Cloned,0,0,0,,,
578905,No,Not_Cloned,0,0,0,,,
478124,No,Not_Cloned,0,0,0,,,
118849,No,Not_Cloned,0,0,0,,,
911604,No,Not_Cloned,0,0,0,,,
911463,No,Not_Cloned,0,0,0,,,
118483,No,Not_Cloned,0,0,0,,,
944132,No,Not_Cloned,0,0,0,,,
911455,No,Not_Cloned,0,0,0,,,
929145,No,Not_Cloned,0,0,0,,,
228944,No,Not_Cloned,0,0,0,,,
118398,No,Not_Cloned,0,0,0,,,
468205,No,Not_Cloned,0,0,0,,,
468551,No,Not_Cloned,0,0,0,,,
911717,No,Not_Cloned,0,0,0,,,
468460,No,Not_Cloned,0,0,0,,,
118882,No,Not_Cloned,0,0,0,,,
478563,No,Not_Cloned,0,0,0,,,
944124,No,Not_Cloned,0,0,0,,,
944109,No,Not_Cloned,0,0,0,,,
118119,No,Not_Cloned,0,0,0,,,
228942,No,Not_Cloned,0,0,0,,,
929523,No,Not_Cloned,0,0,0,,,
118226,No,Not_Cloned,0,0,0,,,
338316,No,Not_Cloned,0,0,0,,,
118650,No,Not_Cloned,0,0,0,,,
118381,No,Not_Cloned,0,0,0,,,
118410,No,Not_Cloned,0,0,0,,,
944116,No,Not_Cloned,0,0,0,,,
912141,No,Not_Cloned,0,0,0,,,
929021,No,Not_Cloned,0,0,0,,,
929160,No,Not_Cloned,0,0,0,,,
348448,No,Not_Cloned,0,0,0,,,
944053,No,Not_Cloned,0,0,0,,,
118312,No,Not_Cloned,0,0,0,,,
468855,No,Not_Cloned,0,0,0,,,
118483,No,Not_Cloned,0,0,0,,,
118650,No,Not_Cloned,0,0,0,,,
118817,No,Not_Cloned,0,0,0,,,
118650,No,Not_Cloned,0,0,0,,,
911812,No,Not_Cloned,0,0,0,,,
118398,No,Not_Cloned,0,0,0,,,
118775,No,Not_Cloned,0,0,0,,,
929320,No,Not_Cloned,0,0,0,,,
972276,No,Not_Cloned,0,0,0,,,
258664,No,Not_Cloned,0,0,0,,,
118111,No,Not_Cloned,0,0,0,,,
913591,No,Not_Cloned,0,0,0,,,
911485,No,Not_Cloned,0,0,0,,,
118232,No,Not_Cloned,0,0,0,,,
338120,No,Not_Cloned,0,0,0,,,
118438,No,Not_Cloned,0,0,0,,,
118386,No,Not_Cloned,0,0,0,,,
118671,No,Not_Cloned,0,0,0,,,
338666,No,Not_Cloned,0,0,0,,,
588111,No,Not_Cloned,0,0,0,,,
118311,No,Not_Cloned,0,0,0,,,
118651,No,Not_Cloned,0,0,0,,,
944102,No,Not_Cloned,0,0,0,,,
929198,No,Not_Cloned,0,0,0,,,
967886,No,Not_Cloned,0,0,0,,,
911643,No,Not_Cloned,0,0,0,,,
478132,No,Not_Cloned,0,0,0,,,
258662,No,Not_Cloned,0,0,0,,,
912199,No,Not_Cloned,0,0,0,,,
338663,No,Not_Cloned,0,0,0,,,
348448,No,Not_Cloned,0,0,0,,,
588468,No,Not_Cloned,0,0,0,,,
468311,No,Not_Cloned,0,0,0,,,
468205,No,Not_Cloned,0,0,0,,,
944065,No,Not_Cloned,0,0,0,,,
348441,No,Not_Cloned,0,0,0,,,
468250,No,Not_Cloned,0,0,0,,,
912643,No,Not_Cloned,0,0,0,,,
944259,No,Not_Cloned,0,0,0,,,
118410,No,Not_Cloned,0,0,0,,,
947366,No,Not_Cloned,0,0,0,,,
118143,No,Not_Cloned,0,0,0,,,
468102,No,Not_Cloned,0,0,0,,,
118888,No,Not_Cloned,0,0,0,,,
944261,No,Not_Cloned,0,0,0,,,
588205,No,Not_Cloned,0,0,0,,,
118406,No,Not_Cloned,0,0,0,,,
118632,No,Not_Cloned,0,0,0,,,
468105,No,Not_Cloned,0,0,0,,,
944252,No,Not_Cloned,0,0,0,,,
468216,No,Not_Cloned,0,0,0,,,
588711,No,Not_Cloned,0,0,0,,,
118131,No,Not_Cloned,0,0,0,,,
228310,No,Not_Cloned,0,0,0,,,
228904,No,Not_Cloned,0,0,0,,,
468753,No,Not_Cloned,0,0,0,,,
578615,No,Not_Cloned,0,0,0,,,
967965,No,Not_Cloned,0,0,0,,,
118587,No,Not_Cloned,0,0,0,,,
348480,No,Not_Cloned,0,0,0,,,
966926,No,Not_Cloned,0,0,0,,,
944064,No,Not_Cloned,0,0,0,,,
578902,No,Not_Cloned,0,0,0,,,
118109,No,Not_Cloned,0,0,0,,,
468431,No,Not_Cloned,0,0,0,,,
258510,No,Not_Cloned,0,0,0,,,
478907,No,Not_Cloned,0,0,0,,,
967300,No,Not_Cloned,0,0,0,,,
478549,No,Not_Cloned,0,0,0,,,
911417,No,Not_Cloned,0,0,0,,,
118386,No,Not_Cloned,0,0,0,,,
118838,No,Not_Cloned,0,0,0,,,
912639,No,Not_Cloned,0,0,0,,,
944066,No,Not_Cloned,0,0,0,,,
468460,No,Not_Cloned,0,0,0,,,
911136,No,Not_Cloned,0,0,0,,,
118519,No,Not_Cloned,0,0,0,,,
118920,No,Not_Cloned,0,0,0,,,
913135,No,Not_Cloned,0,0,0,,,
228311,No,Not_Cloned,0,0,0,,,
910864,No,Not_Cloned,0,0,0,,,
989779,No,Not_Cloned,0,0,0,,,
578989,No,Not_Cloned,0,0,0,,,
959400,No,Not_Cloned,0,0,0,,,
588205,No,Not_Cloned,0,0,0,,,
468213,No,Not_Cloned,0,0,0,,,
118406,No,Not_Cloned,0,0,0,,,
912619,No,Not_Cloned,0,0,0,,,
915059,No,Not_Cloned,0,0,0,,,
258661,No,Not_Cloned,0,0,0,,,
468855,No,Not_Cloned,0,0,0,,,
118268,No,Not_Cloned,0,0,0,,,
118519,No,Not_Cloned,0,0,0,,,
118463,No,Not_Cloned,0,0,0,,,
944099,No,Not_Cloned,0,0,0,,,
578614,No,Not_Cloned,0,0,0,,,
929213,No,Not_Cloned,0,0,0,,,
468350,No,Not_Cloned,0,0,0,,,
118311,No,Not_Cloned,0,0,0,,,
944092,No,Not_Cloned,0,0,0,,,
944117,No,Not_Cloned,0,0,0,,,
929269,No,Not_Cloned,0,0,0,,,
913576,No,Not_Cloned,0,0,0,,,
911186,No,Not_Cloned,0,0,0,,,
118386,No,Not_Cloned,0,0,0,,,
258116,No,Not_Cloned,0,0,0,,,
118107,No,Not_Cloned,0,0,0,,,
468216,No,Not_Cloned,0,0,0,,,
118259,No,Not_Cloned,0,0,0,,,
958059,No,Not_Cloned,0,0,0,,,
944121,No,Not_Cloned,0,0,0,,,
911625,No,Not_Cloned,0,0,0,,,
118113,No,Not_Cloned,0,0,0,,,
118885,No,Not_Cloned,0,0,0,,,
958067,No,Not_Cloned,0,0,0,,,
929214,No,Not_Cloned,0,0,0,,,
912602,No,Not_Cloned,0,0,0,,,
338665,No,Not_Cloned,0,0,0,,,
578615,No,Not_Cloned,0,0,0,,,
944246,No,Not_Cloned,0,0,0,,,
118715,No,Not_Cloned,0,0,0,,,
118294,No,Not_Cloned,0,0,0,,,
348404,No,Not_Cloned,0,0,0,,,
118657,No,Not_Cloned,0,0,0,,,
118585,No,Not_Cloned,0,0,0,,,
118632,No,Not_Cloned,0,0,0,,,
588118,No,Not_Cloned,0,0,0,,,
468220,No,Not_Cloned,0,0,0,,,
912631,No,Not_Cloned,0,0,0,,,
118142,No,Not_Cloned,0,0,0,,,
118117,No,Not_Cloned,0,0,0,,,
966943,No,Not_Cloned,0,0,0,,,
258664,No,Not_Cloned,0,0,0,,,
118390,No,Not_Cloned,0,0,0,,,
118380,No,Not_Cloned,0,0,0,,,
930413,No,Not_Cloned,0,0,0,,,
944261,No,Not_Cloned,0,0,0,,,
944063,No,Not_Cloned,0,0,0,,,
118661,No,Not_Cloned,0,0,0,,,
913267,No,Not_Cloned,0,0,0,,,
228311,No,Not_Cloned,0,0,0,,,
228991,No,Not_Cloned,0,0,0,,,
118689,No,Not_Cloned,0,0,0,,,
118469,No,Not_Cloned,0,0,0,,,
338513,No,Cloned,0,0,0,,,
468202,No,Cloned,0,0,0,,,
468318,No,Cloned,0,0,0,,,
118250,No,Not_Cloned,0,0,0,,,
929166,No,Not_Cloned,0,0,0,,,
118527,No,Not_Cloned,0,0,0,,,
118361,No,Not_Cloned,0,0,0,,,
118430,No,Not_Cloned,0,0,0,,,
944092,No,Not_Cloned,0,0,0,,,
588750,No,Not_Cloned,0,0,0,,,
118112,No,Not_Cloned,0,0,0,,,
228119,No,Not_Cloned,0,0,0,,,
118401,No,Not_Cloned,0,0,0,,,
578723,No,Not_Cloned,0,0,0,,,
929030,No,Not_Cloned,0,0,0,,,
118280,No,Cloned,0,0,0,,,
228311,No,Not_Cloned,0,0,0,,,
338906,No,Not_Cloned,0,0,0,,,
478357,No,Cloned,0,0,0,,,
588114,No,Not_Cloned,0,0,0,,,
118138,No,Not_Cloned,0,0,0,,,
228120,No,Not_Cloned,0,0,0,,,
118899,No,Not_Cloned,0,0,0,,,
228118,No,Not_Cloned,0,0,0,,,
118129,No,Not_Cloned,0,0,0,,,
338666,No,Not_Cloned,0,0,0,,,
944061,No,Not_Cloned,0,0,0,,,
930308,No,Not_Cloned,0,0,0,,,
478519,No,Not_Cloned,0,0,0,,,
478560,No,Not_Cloned,0,0,0,,,
348403,No,Not_Cloned,0,0,0,,,
118679,No,Not_Cloned,0,0,0,,,
118454,No,Not_Cloned,0,0,0,,,
967019,No,Not_Cloned,0,0,0,,,
118879,No,Not_Cloned,0,0,0,,,
578902,No,Not_Cloned,0,0,0,,,
967874,No,Not_Cloned,0,0,0,,,
338662,No,Not_Cloned,0,0,0,,,
228260,No,Not_Cloned,0,0,0,,,
468248,No,Not_Cloned,0,0,0,,,
118657,No,Not_Cloned,0,0,0,,,
944111,No,Not_Cloned,0,0,0,,,
228110,No,Not_Cloned,0,0,0,,,
967896,No,Not_Cloned,0,0,0,,,
947402,No,Not_Cloned,0,0,0,,,
911458,No,Not_Cloned,0,0,0,,,
922841,No,Not_Cloned,0,0,0,,,
944135,No,Not_Cloned,0,0,0,,,
943137,No,Not_Cloned,0,0,0,,,
931719,No,Not_Cloned,0,0,0,,,
920604,No,Not_Cloned,0,0,0,,,
228905,No,Not_Cloned,0,0,0,,,
944137,No,Not_Cloned,0,0,0,,,
913689,No,Not_Cloned,0,0,0,,,
944113,No,Not_Cloned,0,0,0,,,
913104,No,Not_Cloned,0,0,0,,,
944133,No,Not_Cloned,0,0,0,,,
913011,No,Not_Cloned,0,0,0,,,
911671,No,Not_Cloned,0,0,0,,,
944065,No,Not_Cloned,0,0,0,,,
911631,No,Not_Cloned,0,0,0,,,
944255,No,Not_Cloned,0,0,0,,,
944143,No,Not_Cloned,0,0,0,,,
228119,No,Not_Cloned,0,0,0,,,
118838,No,Not_Cloned,0,0,0,,,
118383,No,Not_Cloned,0,0,0,,,
258410,No,Not_Cloned,0,0,0,,,
913766,No,Not_Cloned,0,0,0,,,
967900,No,Not_Cloned,0,0,0,,,
912202,No,Not_Cloned,0,0,0,,,
118838,No,Not_Cloned,0,0,0,,,
911552,No,Not_Cloned,0,0,0,,,
118386,No,Not_Cloned,0,0,0,,,
118205,No,Not_Cloned,0,0,0,,,
966962,No,Not_Cloned,0,0,0,,,
118456,No,Not_Cloned,0,0,0,,,
348504,No,Not_Cloned,0,0,0,,,
118688,No,Not_Cloned,0,0,0,,,
338924,No,Not_Cloned,0,0,0,,,
944131,No,Not_Cloned,0,0,0,,,
118268,No,Not_Cloned,0,0,0,,,
977315,No,Not_Cloned,0,0,0,,,
468202,No,Not_Cloned,0,0,0,,,
944123,No,Not_Cloned,0,0,0,,,
118813,No,Not_Cloned,0,0,0,,,
478907,No,Not_Cloned,0,0,0,,,
944121,No,Not_Cloned,0,0,0,,,
931782,No,Not_Cloned,0,0,0,,,
911731,No,Not_Cloned,0,0,0,,,
944099,No,Not_Cloned,0,0,0,,,
911383,No,Not_Cloned,0,0,0,,,
588490,No,Not_Cloned,0,0,0,,,
911974,No,Not_Cloned,0,0,0,,,
118472,No,Not_Cloned,0,0,0,,,
944106,No,Not_Cloned,0,0,0,,,
911019,No,Not_Cloned,0,0,0,,,
944225,No,Not_Cloned,0,0,0,,,
910963,No,Not_Cloned,0,0,0,,,
944111,No,Not_Cloned,0,0,0,,,
922121,No,Not_Cloned,0,0,0,,,
118460,No,Not_Cloned,0,0,0,,,
958058,No,Not_Cloned,0,0,0,,,
468245,No,Not_Cloned,0,0,0,,,
588112,No,Not_Cloned,0,0,0,,,
588747,No,Not_Cloned,0,0,0,,,
910160,No,Not_Cloned,0,0,0,,,
118411,No,Not_Cloned,0,0,0,,,
578711,No,Not_Cloned,0,0,0,,,
961066,No,Not_Cloned,0,0,0,,,
947155,No,Not_Cloned,0,0,0,,,
912670,No,Not_Cloned,0,0,0,,,
338513,No,Not_Cloned,0,0,0,,,
937772,No,Not_Cloned,0,0,0,,,
588113,No,Not_Cloned,0,0,0,,,
468350,No,Not_Cloned,0,0,0,,,
944117,No,Not_Cloned,0,0,0,,,
118267,No,Not_Cloned,0,0,0,,,
118520,No,Not_Cloned,0,0,0,,,
228160,No,Not_Cloned,0,0,0,,,
912630,No,Not_Cloned,0,0,0,,,
348448,No,Not_Cloned,0,0,0,,,
967872,No,Not_Cloned,0,0,0,,,
911988,No,Not_Cloned,0,0,0,,,
348456,No,Not_Cloned,0,0,0,,,
118948,No,Not_Cloned,0,0,0,,,
118459,No,Not_Cloned,0,0,0,,,
944134,No,Not_Cloned,0,0,0,,,
228640,No,Not_Cloned,0,0,0,,,
118383,No,Not_Cloned,0,0,0,,,
118256,No,Not_Cloned,0,0,0,,,
118617,No,Not_Cloned,0,0,0,,,
966950,No,Not_Cloned,0,0,0,,,
910214,No,Not_Cloned,0,0,0,,,
944259,No,Not_Cloned,0,0,0,,,
118679,No,Not_Cloned,0,0,0,,,
578922,No,Not_Cloned,0,0,0,,,
478114,No,Not_Cloned,0,0,0,,,
944111,No,Not_Cloned,0,0,0,,,
911450,No,Not_Cloned,0,0,0,,,
922962,No,Not_Cloned,0,0,0,,,
912192,No,Not_Cloned,0,0,0,,,
944131,No,Not_Cloned,0,0,0,,,
910583,No,Not_Cloned,0,0,0,,,
468313,No,Not_Cloned,0,0,0,,,
911917,No,Not_Cloned,0,0,0,,,
912353,No,Not_Cloned,0,0,0,,,
910813,No,Not_Cloned,0,0,0,,,
910825,No,Not_Cloned,0,0,0,,,
929151,No,Not_Cloned,0,0,0,,,
911683,No,Not_Cloned,0,0,0,,,
958401,No,Not_Cloned,0,0,0,,,
920854,No,Not_Cloned,0,0,0,,,
588115,No,Not_Cloned,0,0,0,,,
944099,No,Not_Cloned,0,0,0,,,
118438,No,Not_Cloned,0,0,0,,,
228640,No,Not_Cloned,0,0,0,,,
468312,No,Not_Cloned,0,0,0,,,
118118,No,Not_Cloned,0,0,0,,,
228310,No,Not_Cloned,0,0,0,,,
913959,No,Not_Cloned,0,0,0,,,
911417,No,Not_Cloned,0,0,0,,,
944120,No,Not_Cloned,0,0,0,,,
478122,No,Not_Cloned,0,0,0,,,
118648,No,Not_Cloned,0,0,0,,,
468320,No,Not_Cloned,0,0,0,,,
468512,No,Not_Cloned,0,0,0,,,
945481,No,Not_Cloned,0,0,0,,,
118630,No,Not_Cloned,0,0,0,,,
468205,No,Not_Cloned,0,0,0,,,
118479,No,Not_Cloned,0,0,0,,,
911369,No,Not_Cloned,0,0,0,,,
944116,No,Not_Cloned,0,0,0,,,
946724,No,Not_Cloned,0,0,0,,,
118397,No,Not_Cloned,0,0,0,,,
468217,No,Not_Cloned,0,0,0,,,
118438,No,Not_Cloned,0,0,0,,,
258510,No,Not_Cloned,0,0,0,,,
118234,No,Not_Cloned,0,0,0,,,
118930,No,Not_Cloned,0,0,0,,,
929206,No,Not_Cloned,0,0,0,,,
